4196,0
6928,1
8899,0
14745,0
7361,0
18867,1
1995,1
19530,0
4197,1
1534,0
2458,1
11623,1
18203,0
9305,0
26700,0
24157,1
22895,0
23383,1
22811,0
9922,0
25311,1
19287,1
1848,0
5232,1
9893,1
6198,0
4639,1
26859,0
18007,1
10505,0
9090,1
3873,0
4966,1
24966,0
11711,1
22735,1
27492,0
16739,0
20355,0
20249,0
2104,0
15473,1
8925,0
19894,1
20065,1
13121,0
21438,0
26872,1
7508,0
21111,0
3,1
10451,1
25161,1
14584,1
24775,0
825,1
14010,0
23963,1
10560,0
12634,1
8521,1
17017,0
15164,0
22519,0
26355,0
11495,0
10294,1
25710,0
18667,0
22274,0
3921,0
24935,1
21546,0
21990,0
18441,0
8550,1
5309,0
656,0
25154,0
24352,0
21587,0
26883,1
18972,0
3215,0
9738,0
25730,1
3598,1
19657,0
26717,1
13387,0
19900,1
9962,1
28228,0
9084,0
6886,1
25886,0
22679,0
27311,1
17817,1
11259,1
2232,1
19408,1
5001,0
6191,0
17333,1
6700,0
974,0
16976,0
27845,0
18808,0
20327,0
5029,1
3592,0
5864,0
8819,0
15907,0
11411,0
27541,0
21480,1
26469,1
12615,0
20434,0
23470,0
25810,1
7437,1
14530,0
26999,0
25021,1
25165,1
4266,1
19714,0
25067,1
19424,1
21542,1
26688,1
21821,0
7075,0
4528,1
24340,1
384,1
4571,0
19025,0
681,0
13553,0
17070,0
9614,0
9778,1
23203,0
10639,1
1489,0
4589,0
12647,1
16781,0
6412,0
11240,1
11197,0
26518,0
4533,1
6286,1
21293,1
638,0
21918,1
4204,1
15697,1
21840,0
11922,1
8364,1
10456,1
25120,0
1834,1
17414,0
19337,0
17798,1
5767,0
17881,0
14866,0
23068,0
628,0
8561,1
20031,0
3220,1
14234,1
6902,1
27854,0
4180,0
25421,0
7468,1
14,0
20806,1
27378,0
22267,0
5048,0
15805,0
18355,1
391,0
10885,1
11581,1
25254,0
14748,1
2874,1
18424,0
18061,1
6360,0
839,0
12501,1
6103,1
17373,0
22180,1
19482,1
9316,0
16069,0
27087,0
17027,0
5852,0
20367,1
3009,0
18366,0
15102,0
5091,0
26325,0
27005,1
19095,0
635,0
19945,0
8140,0
8580,0
1349,0
3826,0
24412,1
20188,0
1629,0
10593,0
14696,0
27324,1
9631,0
17779,1
14767,1
6703,0
15149,0
23673,1
11306,1
16085,0
27530,0
23422,0
27819,1
8706,0
27841,0
27226,0
11488,0
23417,0
16478,1
12131,0
1961,0
25735,0
11637,0
1621,0
28148,0
23517,1
18788,0
23310,0
2643,0
10654,0
27113,0
5206,1
529,0
8281,1
18999,0
5827,0
12374,0
26807,0
4453,1
18027,0
27581,0
6399,1
7839,1
8669,1
23198,1
20535,1
12397,1
7852,1
11816,0
9113,0
10009,0
15527,0
24854,1
3859,0
9389,0
3997,1
1736,0
24218,1
364,0
24659,0
13623,1
8108,0
15501,1
5538,0
17150,1
14703,1
25356,0
244,0
21118,1
19588,1
17850,1
4695,0
9514,1
18692,1
21749,0
17140,1
7760,1
16997,0
20308,1
10440,0
12925,0
8895,1
20322,0
25409,0
14707,0
14481,0
28100,0
7349,1
23082,0
16526,1
16293,1
18425,1
18401,1
15967,1
6350,0
16760,0
991,0
22248,0
25567,0
20179,0
16619,0
10517,1
5650,1
1699,1
17214,0
13232,1
10920,1
17245,0
9278,0
10871,0
6559,1
23880,0
3590,0
22617,0
16329,0
6094,0
1228,0
18032,0
13690,0
3108,1
11229,0
14798,0
5386,0
14508,0
6608,0
3753,0
11334,0
20876,1
6968,0
841,1
20801,0
26549,0
4831,0
18811,0
2527,1
293,1
17647,0
9720,0
28125,1
16560,1
18573,0
22998,0
15212,0
15995,0
19537,1
21294,1
24557,1
6083,1
10587,1
15357,0
25117,0
24082,1
188,1
1440,0
17368,1
17621,0
17873,0
25985,0
15585,0
18084,0
3585,0
14611,0
26372,0
9416,1
23831,0
9206,0
24183,0
11251,1
8730,0
13662,1
4009,0
27125,1
10214,0
21244,1
22789,0
20282,1
12783,0
865,0
20572,1
27805,0
13095,0
19717,1
27402,0
14939,1
2798,1
674,1
24053,0
3172,0
19807,1
27917,0
12621,1
13215,0
7030,1
3993,1
22642,1
22122,0
23436,1
19150,0
5548,1
18341,0
20789,1
4360,1
27014,0
24671,0
24586,0
14140,1
16285,1
3102,0
17712,1
11368,1
25221,0
957,0
18146,0
7050,0
25107,1
18762,1
4371,0
21309,0
11639,1
20321,1
15330,0
18874,0
5505,0
6230,0
5283,0
18390,0
22741,0
3001,0
9860,1
7068,1
18172,1
6713,0
15498,0
7505,0
13744,0
732,1
11289,0
9616,1
8349,0
850,0
8810,0
20990,1
9747,1
8242,1
4500,0
10641,0
7643,1
2474,0
11804,0
25090,1
14304,1
25887,0
21811,0
22300,1
4312,1
28166,0
21173,0
24862,1
8781,0
27728,0
19856,0
2422,0
15361,1
6170,0
9120,0
19879,0
1566,1
1891,0
16402,1
601,1
8974,1
27413,0
12462,0
28141,0
16292,1
26405,0
24435,0
3454,0
1555,1
7002,1
1794,0
11033,1
17060,0
1593,1
17111,1
2324,1
6268,0
22805,0
27277,1
17067,0
20278,1
2342,1
16732,0
14079,1
14671,0
27085,1
1512,1
25032,0
10015,0
23251,0
25842,0
14879,1
17869,0
14592,0
25330,0
3245,0
21026,1
8543,0
10189,1
19219,0
4386,0
4442,1
7577,0
15209,0
27129,0
20442,0
6801,1
2141,0
22827,0
2353,1
26123,0
2494,1
16902,0
15370,0
23798,0
15274,1
24242,1
26041,0
9776,1
22511,0
8599,0
19006,0
8048,0
27117,0
2922,0
26846,0
15778,1
27974,1
12125,0
1322,0
14946,1
10748,0
1795,0
16956,0
26413,1
18988,0
16644,0
11935,1
7429,0
18516,0
26311,0
14155,1
581,1
9294,1
17133,0
23509,1
23830,1
7481,0
21668,0
3790,1
12805,1
25408,1
18331,1
11292,0
13221,0
18741,1
25990,0
501,0
19966,1
14663,1
18368,1
9722,0
3680,0
