0,1
1,1
2,0
3,0
4,1
5,0
6,0
7,1
8,0
9,0
10,0
11,1
12,1
13,0
14,0
15,1
16,1
17,0
18,1
19,0
20,0
21,1
22,1
23,0
24,1
25,1
26,1
27,1
28,0
29,0
30,1
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,1
41,0
42,1
43,1
44,0
45,0
46,0
47,1
48,0
49,0
50,1
51,1
52,1
53,0
54,1
55,1
56,1
57,1
58,1
59,0
60,1
61,1
62,1
63,0
64,1
65,1
66,1
67,0
68,0
69,0
70,1
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,0
79,1
80,0
81,0
82,1
83,0
84,1
85,1
86,1
87,1
88,1
89,0
90,0
91,0
92,0
93,1
94,0
95,1
96,1
97,1
98,0
99,0
100,1
101,0
102,1
103,0
104,1
105,0
106,0
107,1
108,0
109,0
110,0
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,0
122,0
123,0
124,1
125,0
126,1
127,1
128,1
129,1
130,0
131,0
132,1
133,0
134,1
135,1
136,0
137,0
138,0
139,0
140,1
141,1
142,0
143,0
144,0
145,0
146,1
147,1
148,0
149,0
150,1
151,0
152,1
153,0
154,1
155,1
156,0
157,1
158,0
159,0
160,1
161,1
162,1
163,1
164,1
165,0
166,1
167,1
168,0
169,0
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,0
178,1
179,1
180,0
181,1
182,0
183,1
184,1
185,1
186,1
187,0
188,0
189,0
190,0
191,1
192,0
193,0
194,1
195,1
196,1
197,1
198,1
199,0
200,1
201,1
202,0
203,1
204,0
205,0
206,1
207,0
208,0
209,1
210,1
211,1
212,0
213,1
214,1
215,0
216,1
217,1
218,0
219,0
220,0
221,0
222,1
223,1
224,0
225,1
226,0
227,1
228,1
229,1
230,1
231,1
232,0
233,1
234,1
235,0
236,1
237,0
238,1
239,1
240,0
241,1
242,0
243,1
244,0
245,1
246,1
247,0
248,1
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,1
259,0
260,0
261,0
262,1
263,1
264,0
265,0
266,1
267,0
268,1
269,1
270,0
271,1
272,1
273,1
274,0
275,0
276,1
277,0
278,1
279,1
280,0
281,1
282,0
283,0
284,1
285,1
286,1
287,1
288,0
289,1
290,0
291,0
292,1
293,0
294,0
295,1
296,0
297,0
298,0
299,0
300,1
301,1
302,0
303,1
304,1
305,1
306,1
307,0
308,0
309,1
310,1
311,1
312,1
313,0
314,1
315,0
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,0
326,0
327,1
328,1
329,0
330,1
331,1
332,0
333,1
334,1
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,0
343,0
344,0
345,0
346,1
347,1
348,1
349,1
350,1
351,0
352,1
353,0
354,0
355,0
356,1
357,1
358,1
359,1
360,0
361,0
362,1
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,1
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,1
381,1
382,1
383,0
384,0
385,1
386,1
387,1
388,0
389,1
390,1
391,0
392,1
393,1
394,1
395,0
396,0
397,1
398,1
399,1
400,0
401,0
402,1
403,0
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,1
414,1
415,1
416,0
417,1
418,1
419,1
420,1
421,1
422,1
423,0
424,1
425,0
426,1
427,0
428,0
429,1
430,1
431,1
432,1
433,1
434,0
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,0
443,0
444,1
445,1
446,0
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,0
455,1
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,1
465,1
466,0
467,0
468,1
469,0
470,1
471,1
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,1
482,0
483,0
484,1
485,1
486,1
487,1
488,0
489,0
490,1
491,0
492,1
493,1
494,0
495,0
496,0
497,0
498,0
499,1
